Problema,Algoritmo,IGD_mean,IGD_std,HV_mean,HV_std
ZDT1,NSGA-II,0.01771869018880062,0.0009810685817295793,0.845520448657957,0.00155740590822408
ZDT1,MOEA/D,0.04892037102950586,0.0468340418438179,0.8279744893936085,0.03191654236381406
ZDT3,NSGA-II,0.012861907997550494,0.0007571920883489351,1.2934855260725102,0.0023101521636214005
ZDT3,MOEA/D,0.043101309881834,0.013108373464456065,1.254181272187748,0.030167548003000123
